Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2018-01-02,40.426822662353516,40.436212064432425,39.72276790875693,39.9339864834405,102223600
2018-01-03,40.41978073120117,40.964251437036,40.356418384321046,40.490186919853265,118071600
2018-01-04,40.6075325012207,40.71079444172855,40.3845825374921,40.49253559819918,89738400
2018-01-05,41.06986999511719,41.15670228861273,40.61223501708758,40.7037620126935,94640000
2018-01-08,40.917320251464844,41.213021983305815,40.8187494265099,40.917320251464844,82271200
2018-01-09,40.912620544433594,41.083939525023105,40.69671085825055,40.964251510804274,86336000
2018-01-10,40.90324020385742,40.90558934530854,40.60049818035278,40.638048633487585,95839600
2018-01-11,41.13557052612305,41.18485593261213,40.95017102382274,40.97363736609717,74670800
2018-01-12,41.56035232543945,41.623718257592046,41.22240546196927,41.34678818518986,101672400
2018-01-16,41.34913635253906,42.100127375338886,41.33740139041563,41.750445557703614,118263600
2018-01-17,42.03206253051758,42.067263829352726,41.08628277107182,41.339739284698915,137547200
2018-01-18,42.069618225097656,42.26675628300171,41.83258774080623,42.095433710001295,124773600
2018-01-19,41.881866455078125,42.14471238225326,41.635446607847854,41.917067755679376,129700400
2018-01-22,41.53923416137695,41.72228812713289,41.445361618274205,41.609640359208,108434400
2018-01-23,41.54862594604492,42.11187202851836,41.4969985466348,41.60964633072609,130756400
2018-01-24,40.886810302734375,41.60964034357955,40.64743066260191,41.597905380444125,204420400
2018-01-25,40.15692901611328,41.058118074688274,40.02081135919201,40.954856156954406,166116000
2018-01-26,40.25080490112305,40.3658017884038,39.9105125208525,40.3658017884038,156572000
2018-01-29,39.41767883300781,39.933984915843,39.20880940754691,39.933984915843,202561600
2018-01-30,39.18533706665039,39.27920959191692,38.652601354194225,38.84739024607921,184192800
2018-01-31,39.29330062866211,39.53033472705951,39.07504533755253,39.161877625713345,129915600
2018-02-01,39.37542724609375,39.57256167767225,39.13604767574447,39.23226933199359,188923200
2018-02-02,37.666927337646484,39.145442958690175,37.573054807837266,38.95769431806428,346375200
2018-02-05,36.72584915161133,38.460170790615834,36.6108522368327,37.33837701496789,290954000
2018-02-06,38.26069259643555,38.422625808108904,36.14148748064222,36.3362764467849,272975200
2018-02-07,37.44163513183594,38.34751917686184,37.33133650049833,38.27476741574191,206434400
2018-02-08,36.411373138427734,37.78428170095919,36.383212086809394,37.61765378986397,217562000
2018-02-09,36.85673522949219,37.20548409077683,35.402825738060095,37.01225968224657,282690400
2018-02-12,38.34126663208008,38.61932214150914,37.11592678638475,37.34921338840289,243278000
2018-02-13,38.725379943847656,38.821993963242605,38.09150280550847,38.162196078129384,130196800
2018-02-14,39.43935775756836,39.4794164227937,38.38132862243266,38.41902856901624,162579600
2018-02-15,40.763668060302734,40.78723007818858,39.82345617338796,40.00961157579968,204588800
2018-02-16,40.6317138671875,41.19490122123614,40.47619301177695,40.61522081089618,160704400
2018-02-20,40.49502944946289,41.06292323997305,40.393701644077545,40.542157072513376,135722000
2018-02-21,40.31123352050781,41.02993793912658,40.29709199603148,40.72596168162499,149886400
2018-02-22,40.64820098876953,40.98988079969852,40.46204559239559,40.483252486487366,123967600
2018-02-23,41.35512924194336,41.39047406800954,40.89326980623365,40.92390438589629,135249600
2018-02-26,42.17280578613281,42.27177489318232,41.52243582740411,41.55542552975394,152648800
2018-02-27,42.0361442565918,42.528634798975965,41.981947644593866,42.20345153137954,155712400
2018-02-28,41.972503662109375,42.56160798521604,41.95601061077826,42.241135089621714,151128400
2018-03-01,41.2373161315918,42.36368367885173,40.68591516740687,42.07148654441449,195208000
2018-03-02,41.52243423461914,41.54364112911457,40.63641895588297,40.71889500639775,153816000
2018-03-05,41.66617202758789,41.8829619856499,41.124195334629164,41.28678870207752,113605600
2018-03-06,41.630828857421875,42.00314326566764,41.50358389046572,41.92302593108013,95154000
2018-03-07,41.24437713623047,41.43760510612376,41.065290692306476,41.223170240688404,126814000
2018-03-08,41.694454193115234,41.736867984637264,41.25380524613253,41.350415636468696,95096400
2018-03-09,42.41080093383789,42.41551477558312,41.800489667512856,41.934807190193915,128740800
2018-03-12,42.82081604003906,42.978695569792784,42.46499831736493,42.48384649188425,128828400
2018-03-13,42.408451080322266,43.24026626913157,42.23643358912816,43.02583138817519,126774000
2018-03-14,42.047916412353516,42.53805170675562,41.899460952314094,42.490924073672474,117473600
2018-03-15,42.09739685058594,42.47206996264461,41.96072780085272,42.062052026621785,90975200
2018-03-16,41.948944091796875,42.208147851708596,41.8546852372409,42.097395944860104,157618800
2018-03-19,41.308006286621094,41.81934853673094,40.92155389689894,41.784003706662105,133787200
2018-03-20,41.29386901855469,41.66146963961464,41.22317576167199,41.29386901855469,78597600
2018-03-21,40.35835647583008,41.258505933794694,40.35599775755335,41.24672312923243,148219600
2018-03-22,39.788116455078125,40.690621318863954,39.72920600939137,40.0591030669939,165963200
2018-03-23,38.86675262451172,40.04024758721578,38.86675262451172,39.679715980628345,164115200
2018-03-26,40.71181869506836,40.78958088979373,39.220206259388014,39.604303392108385,150164800
2018-03-27,39.667938232421875,41.272658253770935,39.33332732068814,40.92626453336599,163690400
2018-03-28,39.229637145996094,40.06381094630235,38.92566087356404,39.41108229847523,166674000
2018-03-29,39.53596878051758,40.47146672700882,39.32860290957521,39.54303774469903,153594000
2018-04-02,39.27677536010742,39.80932815454368,38.756008970960146,39.2673512697284,150347200
2018-04-03,39.67972183227539,39.76455302254783,38.852620423825435,39.50299048550851,121112000
2018-04-04,40.43848419189453,40.53273946141442,38.82669535209121,38.852616090550384,138422000
2018-04-05,40.718910217285156,41.055876318837086,40.549247806727415,40.66706872541423,107732800
2018-04-06,39.6773567199707,40.64348568170846,39.63493933770883,40.287667954213894,140021200
2018-04-09,40.07088088989258,40.787230238252334,40.02375325832814,40.030822223282414,116070800
2018-04-10,40.82493591308594,41.001667237385014,40.41963178837809,40.76602547165292,113634400
2018-04-11,40.634063720703125,40.98281250200534,40.45968753224815,40.58457737140923,89726400
2018-04-12,41.03464889526367,41.237300917884426,40.77544156553691,40.862631446776255,91557200
2018-04-13,41.17368698120117,41.435249499355315,40.9663246609803,41.18546978925659,100497200
2018-04-16,41.43053436279297,41.51772066001814,41.19724773501885,41.24437536607009,86313600
2018-04-17,42.000789642333984,42.16573815931842,41.56956477932666,41.588416552068885,106421600
2018-04-18,41.906524658203125,42.137456143861954,41.68031060955087,41.89945569390821,83018000
2018-04-19,40.718910217285156,41.329221713136675,40.68592050387721,40.94512436762275,139235200
2018-04-20,39.050559997558594,40.34658991793335,38.98222186094349,40.2004931502313,261964400
2018-04-23,38.93744659423828,39.3333230340672,38.666456406767026,39.31211613813522,146062000
2018-04-24,38.395469665527344,39.194295102996016,37.99016554312238,39.03877067555058,134768000
2018-04-25,38.56275939941406,38.97984617876354,38.270566018117194,38.32004875725639,113528400
2018-04-26,38.697086334228516,39.05290406264706,38.49678941955392,38.67352072228766,111852000
2018-04-27,38.2493782043457,38.72301692176556,37.85114299222857,38.64525469730407,142623200
2018-04-30,38.94215774536133,39.413441286929526,38.136263320752676,38.204601447820586,169709600
2018-05-01,39.84701919555664,39.870581211910206,38.94451091068036,39.21314234724244,214277600
2018-05-02,41.60727310180664,41.8853286915604,40.95454432864741,41.291510366631215,266157600
2018-05-03,41.68267059326172,41.82641221003319,41.10534900300538,41.4446737111615,136272800
2018-05-04,43.318023681640625,43.416992785962016,41.984290502990305,42.00314227461454,224805200
2018-05-07,43.631431579589844,44.222891135779996,43.53481758965198,43.636141826215024,169805600
2018-05-08,43.841156005859375,43.88121467892142,43.28032739177404,43.59137628229113,113611200
2018-05-09,44.14984130859375,44.159265397142114,43.645568074468635,43.95897205391952,92844800
2018-05-10,44.781349182128906,44.859111378241764,44.218165636590804,44.23937612324497,111957200
2018-05-11,44.61104965209961,44.95877911134378,44.3413822765096,44.823947228285526,104848800
2018-05-14,44.5069580078125,44.83339872725097,44.438359977373224,44.71039150392342,83115200
2018-05-15,44.102455139160156,44.25148303938464,43.78547848391133,44.182881405213294,94780800
2018-05-16,44.5140495300293,44.58028695826608,43.99837142543919,44.01493168486649,76732400
