ds,yhat,yhat_lower,yhat_upper
2018-12-26,49.286870333929826,39.41375971288008,58.34694159223722
2018-12-27,48.85983148453506,38.85654578853561,59.62608372207892
2018-12-28,48.48422986285791,37.83355916330611,58.62067524184992
2018-12-31,47.405213704241376,37.90818560393121,57.95349166588532
2019-01-02,46.44275496922393,36.58601816148965,56.379337354954615
2019-01-03,46.00491806044281,35.57006743276451,56.4158431217905
2019-01-04,45.65021305525064,35.17807531479452,55.76499812829459
2019-01-07,44.81935994693728,34.56485601418933,55.09047828184723
2019-01-08,44.47800736349018,34.717269645083576,54.02759212971388
2019-01-09,44.163887660489586,33.959945927629995,54.11462990566055
2019-01-10,43.91580133324302,34.54104889176199,53.90707882429703
2019-01-11,43.77136747215709,33.20370324441577,53.33523047430479
2019-01-14,43.661989481344925,34.34372737203505,54.248885614654
2019-01-15,43.57951283647817,33.802342489893526,54.072160617818085
2019-01-16,43.527239179390065,33.794631194706746,53.95308409038313
2019-01-17,43.540178561681344,33.18505657410479,52.87233814073988
2019-01-18,43.65220394055105,33.49755874023105,53.87260592230695
2019-01-22,44.37022007054124,34.44909739656533,54.37784090306549
2019-01-23,44.50069214640642,34.53134369396914,54.58379236003623
2019-01-24,44.67317082255324,34.13820422882291,55.016678501316285
2019-01-25,44.91945301824548,34.546971529411465,55.53236199252088
2019-01-28,45.7524293242777,36.23031949446673,56.0169295293618
2019-01-29,45.89351987774824,35.40842293364776,56.28135332041773
2019-01-30,46.01420663639061,36.73967032585881,55.55908893662129
2019-01-31,46.147360660665285,36.309448708775285,57.176332449063324
2019-02-01,46.32545061466456,36.28021185411639,56.857058616439126
2019-02-04,46.7927416622709,35.89661669868727,56.739097431285586
2019-02-05,46.76390013247586,36.90541297308038,57.321360263971215
2019-02-06,46.69419133243126,36.25404721190234,56.70845493053243
2019-02-07,46.61898862569861,36.693714945520895,57.27968138883495
2019-02-08,46.57346283533679,36.445916830053214,55.91003630982536
2019-02-11,46.30763073246018,35.864320358862024,56.523524660104925
2019-02-12,46.023913810699554,35.88415777446729,55.973500793967666
2019-02-13,45.69932860689945,35.7977648944891,55.17489715411434
2019-02-14,45.37239368999181,35.43247202739033,55.353144343875464
2019-02-15,45.081371579828364,35.34668510848039,55.03017052263166
2019-02-19,43.670220955335715,33.73506017625977,54.03793421775695
2019-02-20,43.173426551314684,33.17291312094526,54.10102131768782
2019-02-21,42.69606257633344,32.4113851803582,52.96553948528218
2019-02-22,42.278199235657254,31.97437691078419,53.03344147022851
2019-02-25,41.11726039013744,30.219611624976753,50.55206551571259
2019-02-26,40.62109845887336,30.74576508992139,50.732794235548745
2019-02-27,40.131670060514324,30.170746519168343,50.340717815082016
2019-02-28,39.68939803316056,30.094621659393074,50.19171904907123
2019-03-01,39.333823346627774,29.225554275422553,49.35159495103754
2019-03-04,38.512410476784524,28.070147170186733,48.61746217450998
2019-03-05,38.1751460969401,28.31094499070767,48.27908837969468
2019-03-06,37.86413088848351,27.733864547000362,48.72254815034307
2019-03-07,37.617375537700376,27.039382517599392,48.01222169534521
2019-03-08,37.47178310400559,28.016173855287484,47.6034729289465
2019-03-11,37.338154319178315,27.20257170159874,46.984953811497064
2019-03-12,37.2392214553175,27.26128491278314,47.64944548212493
2019-03-13,37.16585337862176,26.593847378021366,47.35235550344292
2019-03-14,37.15296299152745,26.335996062311402,47.1359033203325
2019-03-15,37.23444795314603,27.276889160037044,47.170960238525694
2019-03-18,37.71367659720877,27.321866293962877,48.25356675552303
2019-03-19,37.78814120593442,28.36792043645387,47.531426760430975
2019-03-20,37.86938052883059,27.457900904683555,47.72367282042538
2019-03-21,37.99079386163269,27.83469593344981,48.334740846399036
2019-03-22,38.185132140238466,27.33777234515452,48.51364501431117
2019-03-25,38.86858081960616,28.587402489005704,48.8817833773529
2019-03-26,38.966441522002604,30.06378303362161,49.06816959405679
2019-03-27,39.049763433546296,28.060945477611096,49.588756793893786
2019-03-28,39.15311289961641,29.35592924457405,50.03099281043616
2019-03-29,39.31074022304075,28.924946692256754,50.64634780222096
2019-04-01,39.791377961506946,29.82941756587195,49.93764407790511
2019-04-02,39.79823646154307,29.564798202127644,49.98177609342029
2019-04-03,39.78297410081516,29.128726991168065,49.72746052975532
2019-04-04,39.78273549908566,29.79875229875059,49.91209200724774
2019-04-05,39.8343424387978,30.623212941166333,50.155918198346576
2019-04-08,40.00677789865619,30.18327761821737,50.730804292265574
2019-04-09,39.92155689717511,30.25859692409853,50.283502853105645
2019-04-10,39.82267395571456,29.27694505120969,49.82476867365809
2019-04-11,39.74874028599846,30.26149295302286,49.10927194739006
2019-04-12,39.73772827858235,29.560729397525833,50.14840780538453
2019-04-15,39.795193220581034,29.174434988411136,50.266810004576435
2019-04-16,39.69636325761196,29.636064289764025,49.882580089420266
2019-04-17,39.59560076021419,29.100036336911437,49.37441976998562
2019-04-18,39.530676163030144,29.03007945248021,49.33449463326232
2019-04-22,39.69664759782081,29.025942096117358,49.99143820199245
2019-04-23,39.640671010185784,29.187158804445783,50.956598926416056
2019-04-24,39.58444876818727,29.81797231425407,50.41111117363348
2019-04-25,39.563974255945595,29.62959109688401,50.36221286034115
2019-04-26,39.61440200729977,29.636262123183993,49.67467471908857
2019-04-29,39.87473655638284,29.009292639362954,50.95735217309858
2019-04-30,39.84016938936293,30.050783350148034,49.38118736500458
2019-05-01,39.79763138378258,29.572644555380233,50.37385132131214
2019-05-02,39.78268875434218,30.00784281476069,50.14638212221834
2019-05-03,39.830366136401196,29.985568448206347,49.17653644743053
2019-05-06,40.0359054750046,28.904266343719105,49.55209111169392
2019-05-07,39.970007628314804,30.616818256062466,50.2943831318911
2019-05-08,39.89145088237802,29.121277816011194,49.14492478600122
2019-05-09,39.83721252619915,29.708934924163756,50.47046684961109
2019-05-10,39.843874599841556,30.046379560388388,50.014754348333334
2019-05-13,39.932825169696606,29.87538970324327,50.93001102970776
2019-05-14,39.83585814650627,30.049738850778358,50.3453229872465
2019-05-15,39.73279867669866,29.931050466121395,49.68353024380059
2019-05-16,39.66203433635805,30.01421518562988,49.98402246452546
2019-05-17,39.66136915857343,29.29714254814165,49.6349474804528
